Order_ID,Customer_ID,Customer_Name,Email,Phone,Age,Gender,City,State,Country,ZIP_Code,Product_Category,Product_Name,SKU,Quantity,Unit_Price,Discount_%,Total_Amount,Order_Date,Ship_Date,Delivery_Date,Payment_Method,Order_Status,Sales_Rep,Department,Rating,Return_Reason,Is_Repeat_Customer,Loyalty_Points,Notes
ORD-10538,CUST-2557,Maria Miller,maria.miller53@gmail.com,+91-8031230574,57.0,FEMALE,,Tamil Nadu,India,365294,Books,History,SKU-4922,18,36760.86,,661695.48,2024-11-17,2024-11-23,2024-11-24,credit card,Shipped,Pradeep Kumar,West Zone,,Not as described,,2987.0,
ORD-10543,CUST-2981,Maria Smith,maria.smith57@hotmail.com,+91-7270075327,20.0,M,Leeds,New York,USA,144242,Toys,Puzzle,SKU-2076,4,13968.93,0.0,55875.72,2024-04-12,2024-04-14,2024-04-15,Credit Card,Processing,Raj Patel,East Zone,1.0,,False,,Handle with care
ORD-10825,CUST-1646,Valentina Singh,valentina.singh17@gmail.com,+91-7956807938,58.0,M,Pune,New York,USA,884579,Toys,Puzzle,SKU-6292,14,28600.32,0.0,400404.48,2023-06-14,2023-06-18,2023-06-24,debit card,Returned,Bob Johnson,International,2.0,,Yes,675.0,
ORD-10428,CUST-4905,Priya Davis,priya.davis98@hotmail.com,+91-7400246291,58.0,F,Philadelphia,Scotland,UK,213071,Toys,Art Set,SKU-7841,13,16541.1,25.0,161275.72,2024-11-02,2024-11-03,2024-11-06,Net Banking,,Raj Patel,West Zone,5.0,,No,1725.0,Handle with care
ORD-10309,CUST-2704,Ashley Kumar,ashley.kumar94@yahoo.com,+91-9849006951,21.0,male,Phoenix,Illinois,India,94508,Furniture,Wardrobe,SKU-8844,11,21099.21,5.0,220486.74,2024-08-22,2024-08-25,2024-08-26,Credit Card,Shipped,Pradeep Kumar,International,1.0,Defective,True,,
ORD-10005,CUST-1397,Chris Chopra,chris.chopra86@company.in,+91-9315992115,22.0,,Leeds,Texas,India,441071,Books,Python Programming,SKU-8651,8,3416.65,0.0,27333.2,2022-01-15,2022-01-16,2022-01-17,,,Amit Verma,International,2.0,Wrong item,True,2779.0,Gift wrap
ORD-10788,CUST-4085,Amanda Chopra,amanda.chopra94@gmail.com,+91-9388055830,19.0,Male,Philadelphia,England,Germany,800275,Beauty,Sunscreen,SKU-1252,14,32375.36,0.0,453255.04,2022-06-01,2022-06-03,2022-06-04,Cash on Delivery,Shipped,Dan Smith,North Zone,4.0,Changed mind,,2100.0,
ORD-10104,CUST-4883,Divya Johnson,divya.johnson67@hotmail.com,+91-8450990916,37.0,Other,,England,India,30053,Electronics,Laptop,SKU-4742,19,15340.45,0.0,291468.55,2023-10-02,2023-10-04,2023-10-13,,Shipped,Raj Patel,South Zone,4.0,Defective,No,1008.0,
ORD-10097,CUST-2081,David Jones,david.jones98@company.in,+91-7430372878,27.0,Female,Birmingham,Gujarat,USA,648543,Beauty,Hair Oil,SKU-8750,17,39095.2,0.0,664618.4,2022-01-26,2022-02-02,2022-02-12,COD,Delivered,Raj Patel,East Zone,1.0,,False,3290.0,Handle with care
ORD-10296,CUST-3179,John Brown,john.brown83@gmail.com,+91-7477096961,45.0,Female,Chennai,Maharashtra,France,660348,Sports,Tennis Racket,SKU-7628,20,13832.49,,276649.8,2023-02-02,2023-02-05,2023-02-08,Credit Card,Cancelled,Bob Johnson,North Zone,2.0,Changed mind,,1401.0,Express shipping needed
ORD-10408,CUST-4377,Karan Gupta,karan.gupta81@company.in,+91-8467375046,39.0,Other,Philadelphia,Karnataka,Germany,449328,Beauty,Sunscreen,SKU-2833,18,43096.91,0.0,775744.38,2023-11-13,2023-11-16,2023-11-24,CREDIT CARD,Returned,Dan Smith,North Zone,5.0,,True,2086.0,
ORD-10445,CUST-2128,Ananya Patel,ananya.patel2@yahoo.com,+91-9274581865,35.0,,Mumbai,New York,UK,292737,Electronics,Smart Watch,SKU-3628,7,20699.55,10.0,130407.17,2022-05-03,2022-05-09,2022-05-14,Net Banking,Cancelled,Sunita Singh,West Zone,1.0,Not as described,True,3980.0,
ORD-10903,CUST-2541,Maria Smith,maria.smith12@gmail.com,+91-8776666337,,Other,,West Bengal,France,290028,Furniture,Wardrobe,SKU-3059,14,39407.07,0.0,551698.98,2023-07-30,2023-08-02,2023-08-08,UPI,Pending,Neha Sharma,International,,,False,4344.0,Express shipping needed
ORD-10281,CUST-3232,Maria Singh,maria.singh43@outlook.com,,43.0,,Ahmedabad,New York,UK,681315,Beauty,Shampoo,SKU-4497,15,5500.5,0.0,82507.5,2023-12-16,2023-12-20,2023-12-29,,Processing,,North Zone,3.0,,True,2961.0,
ORD-10266,CUST-3260,Juan Brown,juan.brown13@hotmail.com,+91-8083461525,48.0,M,Houston,West Bengal,USA,388083,Clothing,Shoes,SKU-6920,2,76.77,15.0,130.51,2023-05-21,2023-05-24,2023-05-27,Debit Card,Pending,,Online,4.0,,False,1720.0,
ORD-10739,CUST-4889,Ashley Miller,ashley.miller24@yahoo.com,+91-8868230643,43.0,Male,Philadelphia,Telangana,USA,187217,Food & Beverage,Juice,SKU-4068,13,43960.94,0.0,571492.22,2024-01-03,2024-01-04,,Debit Card,Returned,,International,4.0,,No,,
ORD-10886,CUST-3717,Isabella Jones,isabella.jones38@outlook.com,+91-8900583002,45.0,,Glasgow,Texas,UK,161021,,Unknown Item,SKU-9670,7,37302.32,0.0,261116.24,2022-07-06,2022-07-13,2022-07-16,CREDIT CARD,Cancelled,Bob Johnson,North Zone,,Changed mind,False,,
ORD-10534,CUST-4483,Chris Taylor,chris.taylor36@yahoo.com,+91-9988775646,58.0,male,Bangalore,New York,USA,118250,Food & Beverage,Tea Pack,SKU-4992,5,36799.18,0.0,183995.9,2023-02-06,2023-02-12,,CREDIT CARD,Processing,Sunita Singh,North Zone,2.0,Not as described,No,,
ORD-10432,CUST-3635,James Kumar,james.kumar76@outlook.com,+91-9259528590,43.0,FEMALE,Delhi,Tamil Nadu,USA,530529,,Unknown Item,SKU-4666,2,30737.45,5.0,58401.15,2022-03-21,2022-03-26,,,Pending,Pradeep Kumar,North Zone,1.0,,,3872.0,
ORD-10911,CUST-3772,Amanda Gupta,amanda.gupta37@gmail.com,+91-8155438304,40.0,F,New York,Texas,USA,544596,Automotive,Car Charger,SKU-3624,15,43268.33,0.0,649024.95,2024-06-10,2024-06-14,2024-06-23,UPI,Returned,Neha Sharma,West Zone,3.0,,Yes,2867.0,Handle with care
ORD-10656,CUST-2403,Emily Davis,emily.davis44@yahoo.com,,38.0,FEMALE,Delhi,Telangana,UK,68189,Beauty,Perfume,SKU-4110,15,26732.2,0.0,400983.0,2024-03-28,2024-04-03,2024-04-04,Debit Card,Returned,Carol Williams,East Zone,4.0,,True,4155.0,Handle with care
ORD-10118,CUST-2190,John Davis,john.davis33@yahoo.com,+91-7778926596,29.0,Male,Mumbai,Illinois,Germany,217007,Clothing,T-Shirt,SKU-8982,7,20662.09,30.0,101244.24,2022-06-24,2022-06-27,2022-07-03,COD,Processing,Alice Brown,South Zone,,Changed mind,True,571.0,Express shipping needed
ORD-10405,CUST-2527,Sofia Chopra,sofia.chopra94@hotmail.com,+91-7684992293,18.0,Male,Birmingham,Illinois,USA,33482,Toys,Art Set,SKU-5873,1,30982.87,0.0,30982.87,2022-06-09,2022-06-14,2022-06-15,Net Banking,,Amit Verma,North Zone,1.0,,False,1676.0,Gift wrap
ORD-10250,CUST-1996,Isabella Kumar,isabella.kumar39@outlook.com,+91-9356848953,,Other,Philadelphia,California,France,701792,Clothing,Saree,SKU-2465,17,43817.89,30.0,521432.89,2024-02-28,2024-03-02,2024-03-05,credit card,Delivered,Bob Johnson,International,4.0,Defective,False,2674.0,
ORD-10377,CUST-1290,Maria Jones,maria.jones76@company.in,+91-7029099868,27.0,Male,Hyderabad,New York,India,775859,Toys,Science Kit,SKU-3641,11,11666.59,30.0,89832.74,2023-09-27,2023-10-02,2023-10-07,UPI,Pending,Sunita Singh,South Zone,5.0,Not as described,False,,
ORD-10615,CUST-4307,Ashley Nair,ashley.nair30@gmail.com,,22.0,M,Leeds,Tamil Nadu,USA,742205,Automotive,Car Charger,SKU-5764,10,45648.09,20.0,365184.72,2024-10-27,2024-10-28,2024-10-29,upi,Cancelled,Sunita Singh,South Zone,1.0,,False,743.0,Gift wrap
ORD-10009,CUST-1522,Sarah Verma,,,45.0,Other,Delhi,Karnataka,France,988413,Toys,Doll,SKU-1653,9,8121.02,25.0,54816.89,2022-04-01,2022-04-02,2022-04-05,UPI,Processing,Sunita Singh,International,,Changed mind,True,4586.0,
ORD-10357,CUST-1304,Sofia Gupta,sofia.gupta49@gmail.com,+91-9405062535,41.0,male,Philadelphia,Gujarat,France,512983,Beauty,Face Cream,SKU-8698,7,33119.63,10.0,208653.67,2024-07-24,2024-07-31,2024-08-04,COD,Delivered,Bob Johnson,International,,,False,4970.0,
ORD-10196,CUST-1827,Isabella Brown,isabella.brown32@yahoo.com,+91-8333761598,25.0,,Bangalore,Pennsylvania,India,280948,Beauty,Sunscreen,SKU-5551,9,34358.4,5.0,293764.32,2023-07-01,2023-07-08,2023-07-11,upi,Pending,Dan Smith,South Zone,4.0,Defective,Yes,453.0,Gift wrap
ORD-10631,CUST-1035,Sofia Mehta,sofia.mehta82@hotmail.com,+91-8603019928,41.0,F,London,Tamil Nadu,USA,379799,Books,Finance,SKU-7647,16,6310.2,,100963.2,2022-02-06,2022-02-12,2022-02-19,UPI,Shipped,Pradeep Kumar,West Zone,1.0,Not as described,No,4824.0,
ORD-10081,CUST-4472,Vikram Brown,vikram.brown18@outlook.com,+91-9768624284,40.0,male,Kolkata,Pennsylvania,,225425,Toys,RC Car,SKU-9482,5,37634.66,,188173.3,2024-06-25,2024-07-02,2024-07-04,debit card,Returned,Dan Smith,South Zone,1.0,,,1960.0,
ORD-10526,CUST-4915,Sofia Wilson,sofia.wilson93@hotmail.com,+91-8490458947,25.0,FEMALE,Pune,California,USA,474458,,Unknown Item,SKU-4133,6,43003.58,0.0,258021.48,2024-01-02,2024-01-09,2024-01-10,UPI,,Raj Patel,West Zone,,,True,4832.0,
ORD-10830,CUST-2763,Valentina Singh,valentina.singh23@outlook.com,+91-9713575852,43.0,Other,Los Angeles,Illinois,USA,896440,Books,Novel,SKU-2219,11,17929.22,0.0,197221.42,2024-08-21,2024-08-22,2024-08-30,upi,Pending,Dan Smith,International,,,Yes,1076.0,Handle with care
ORD-10905,CUST-4960,Amanda Johnson,amanda.johnson90@outlook.com,+91-8868840057,23.0,,Chennai,West Bengal,India,941064,Books,Science,SKU-2095,14,28825.08,10.0,363196.01,2023-06-07,2023-06-10,2023-06-17,Credit Card,Pending,Carol Williams,South Zone,2.0,,,2331.0,
ORD-10239,CUST-1317,Juan Gupta,juan.gupta36@outlook.com,+91-7732674578,63.0,Female,Mumbai,West Bengal,India,,Beauty,Face Cream,SKU-5476,15,3458.45,30.0,36313.72,2023-11-01,2023-11-07,2023-11-15,Debit Card,Shipped,Carol Williams,East Zone,1.0,Not as described,False,4360.0,Express shipping needed
ORD-10323,CUST-2428,Ana Garcia,ana.garcia79@gmail.com,+91-7764998225,,F,Hyderabad,California,India,198811,Sports,Gym Gloves,SKU-5916,17,42864.98,5.0,692269.43,2023-08-02,2023-08-04,2023-08-06,upi,,Sunita Singh,East Zone,1.0,,Yes,3212.0,
ORD-10211,CUST-4520,Rahul Garcia,rahul.garcia72@hotmail.com,,49.0,M,Los Angeles,England,,,Food & Beverage,Juice,SKU-2043,16,5090.14,20.0,65153.79,2022-09-22,2022-09-24,2022-10-04,UPI,Processing,Bob Johnson,North Zone,1.0,Changed mind,True,3984.0,
ORD-10846,CUST-2589,Isabella Nair,isabella.nair68@company.in,+91-8415490169,30.0,male,San Antonio,Telangana,Germany,283441,Furniture,Desk,SKU-2281,17,24790.73,0.0,421442.41,2024-05-25,2024-05-31,2024-06-05,CREDIT CARD,Shipped,Pradeep Kumar,Online,,Changed mind,True,3945.0,
ORD-10548,CUST-2285,James Chopra,james.chopra8@yahoo.com,+91-8231898773,42.0,F,Mumbai,California,France,57220,Clothing,Jacket,SKU-6923,11,7467.43,0.0,82141.73,2023-09-17,2023-09-24,2023-10-03,,Processing,Pradeep Kumar,Online,,Wrong item,False,551.0,
ORD-10497,CUST-2682,Rohit Miller,rohit.miller85@yahoo.com,+91-7920592953,34.0,Male,Chicago,New York,India,707678,Furniture,Sofa,SKU-1449,20,22331.1,0.0,446622.0,2023-08-16,2023-08-21,2023-08-23,COD,Pending,Pradeep Kumar,North Zone,4.0,,True,4682.0,
ORD-10227,CUST-2645,Chris Kumar,,+91-8854734360,21.0,Female,Chennai,Pennsylvania,UK,254435,Health,Multivitamin,SKU-1173,11,44509.68,0.0,489606.48,2022-06-25,2022-06-26,2022-07-03,COD,Cancelled,Bob Johnson,West Zone,1.0,,No,2782.0,Handle with care
ORD-10891,CUST-3334,James Williams,james.williams56@outlook.com,+91-8580938305,38.0,FEMALE,New York,,India,944315,Furniture,Cabinet,SKU-6613,16,8326.75,25.0,99921.0,2024-07-27,2024-07-28,2024-08-05,,Processing,Sunita Singh,International,4.0,,False,679.0,
ORD-10814,CUST-1976,Diego Jones,diego.jones64@yahoo.com,+91-7789147079,44.0,,Glasgow,Scotland,UK,590804,Toys,LEGO Set,SKU-7872,2,37855.6,5.0,71925.64,2024-07-23,2024-07-27,2024-08-04,Debit Card,Shipped,Raj Patel,International,,Defective,Yes,1375.0,
ORD-10828,CUST-2420,Valentina Garcia,valentina.garcia98@yahoo.com,+91-8088766007,24.0,M,Ahmedabad,Telangana,India,429179,Automotive,Dashcam,SKU-1789,2,9080.39,5.0,17252.74,2023-04-22,2023-04-25,2023-04-29,,Shipped,Sunita Singh,,1.0,Not as described,,,Handle with care
ORD-10177,CUST-3997,Divya Wilson,divya.wilson51@gmail.com,+91-9992104023,50.0,,Chicago,New York,Germany,385815,Furniture,Bookshelf,SKU-5846,2,2050.93,25.0,3076.39,2022-11-02,2022-11-07,2022-11-14,credit card,Shipped,Neha Sharma,North Zone,1.0,,,3762.0,
ORD-10974,CUST-3485,John Verma,john.verma84@gmail.com,+91-8387247860,,FEMALE,Hyderabad,West Bengal,India,822320,Furniture,Chair,SKU-6980,11,36973.82,,406712.02,2024-04-24,2024-04-30,2024-05-06,Credit Card,Pending,Sunita Singh,South Zone,,,False,53.0,
ORD-10433,CUST-4155,Pedro Williams,,+91-7505595570,27.0,Female,Los Angeles,Pennsylvania,,260876,Books,History,SKU-8890,11,10566.84,25.0,87176.43,2024-05-06,2024-05-13,2024-05-18,CREDIT CARD,Cancelled,Bob Johnson,North Zone,2.0,,No,1718.0,
ORD-10943,CUST-4334,Jessica Williams,,+91-8325420066,53.0,,Leeds,California,India,,Beauty,Sunscreen,SKU-9973,16,18337.06,5.0,278723.31,2024-08-02,2024-08-06,2024-08-14,Debit Card,Pending,Dan Smith,,1.0,,False,4025.0,Urgent delivery
ORD-10516,CUST-1411,James Sharma,james.sharma39@outlook.com,+91-7387819549,,male,San Antonio,,India,970818,Books,Finance,SKU-5405,14,13470.19,0.0,188582.66,2022-04-05,2022-04-09,2022-04-16,Credit Card,,,West Zone,,Defective,No,3008.0,
ORD-10350,CUST-2402,Sneha Gupta,sneha.gupta13@outlook.com,+91-9979487804,33.0,,Philadelphia,Scotland,India,835621,Beauty,Serum,SKU-8378,6,18354.9,15.0,93609.99,2023-06-22,2023-06-29,2023-07-01,Cash on Delivery,Pending,Pradeep Kumar,Online,1.0,,No,,Urgent delivery
ORD-10518,CUST-4979,Sarah Johnson,sarah.johnson1@gmail.com,+91-9455173689,37.0,Other,Mumbai,Karnataka,India,489113,Furniture,Sofa,SKU-5764,19,27975.44,0.0,531533.36,2024-07-19,2024-07-26,2024-08-04,Cash on Delivery,Pending,Neha Sharma,International,3.0,Not as described,Yes,4932.0,Urgent delivery
ORD-10007,CUST-3743,Chris Garcia,chris.garcia73@yahoo.com,+91-9553440342,22.0,Female,Chicago,Maharashtra,India,425011,Electronics,Laptop,SKU-3144,17,4051.57,0.0,68876.69,2024-10-26,2024-11-02,2024-11-03,COD,Pending,Pradeep Kumar,West Zone,1.0,,True,,
ORD-10155,CUST-1869,,jessica.miller16@gmail.com,+91-7890479160,,F,Hyderabad,Illinois,Germany,305307,Automotive,Wiper Blades,SKU-5168,8,35443.92,5.0,269373.79,2024-10-16,2024-10-20,2024-10-30,UPI,,Neha Sharma,East Zone,5.0,,No,50.0,Gift wrap
ORD-10944,CUST-1305,Maria Garcia,maria.garcia1@hotmail.com,+91-7787820165,24.0,male,Glasgow,Illinois,India,23386,Furniture,Bookshelf,SKU-2425,2,4744.14,0.0,9488.28,2024-04-11,2024-04-12,2024-04-13,debit card,Delivered,Dan Smith,West Zone,,Wrong item,Yes,2048.0,
ORD-10999,CUST-1177,Sofia Joshi,sofia.joshi3@yahoo.com,+91-9766934897,18.0,,Birmingham,California,France,,,Unknown Item,SKU-1737,19,30348.79,25.0,432470.26,2023-01-12,2023-01-19,,Net Banking,,Amit Verma,East Zone,3.0,,True,,
ORD-10329,CUST-3240,Jessica Miller,jessica.miller57@gmail.com,+91-7488185700,65.0,F,Chicago,California,,,Books,Novel,SKU-2926,13,6407.76,0.0,83300.88,2022-06-16,2022-06-17,2022-06-19,COD,Cancelled,Pradeep Kumar,International,1.0,,No,3044.0,
ORD-10542,CUST-3632,Ana Davis,ana.davis23@hotmail.com,+91-9171045626,60.0,FEMALE,Chennai,Karnataka,USA,989117,Food & Beverage,Biscuits,SKU-1414,9,15950.87,5.0,136379.94,2024-07-03,2024-07-04,2024-07-13,,Pending,Dan Smith,West Zone,4.0,,False,3643.0,
ORD-10439,CUST-2855,Sofia Brown,sofia.brown96@gmail.com,+91-9821903954,55.0,,Mumbai,Gujarat,USA,27953,Toys,RC Car,SKU-7103,7,8417.77,,58924.39,2022-08-01,2022-08-08,2022-08-15,Wallet,Pending,Alice Brown,West Zone,4.0,Defective,,698.0,Urgent delivery
ORD-10809,CUST-3827,Divya Joshi,divya.joshi31@outlook.com,+91-8401325062,18.0,,Hyderabad,,Germany,928638,Sports,Cricket Bat,SKU-3669,10,9646.6,,96466.0,2024-01-24,2024-01-29,2024-02-07,Cash on Delivery,Pending,Neha Sharma,East Zone,1.0,Defective,True,4448.0,Express shipping needed
ORD-10900,CUST-4445,Isabella Kumar,isabella.kumar31@yahoo.com,+91-9330711144,51.0,male,New York,Gujarat,USA,262204,Automotive,Wiper Blades,SKU-9714,14,39097.06,5.0,519990.9,2023-03-10,2023-03-15,2023-03-25,Cash on Delivery,Delivered,Amit Verma,East Zone,5.0,Changed mind,Yes,2982.0,
ORD-10370,CUST-4254,Amanda Garcia,amanda.garcia6@hotmail.com,+91-8097159585,64.0,,Manchester,Karnataka,France,558236,Automotive,Floor Mat,SKU-2688,18,37158.44,25.0,501638.94,2023-04-21,2023-04-27,2023-04-29,CREDIT CARD,Delivered,,Online,1.0,,False,4051.0,
ORD-10604,CUST-1468,Ananya Taylor,ananya.taylor81@outlook.com,+91-9712472285,61.0,M,Mumbai,West Bengal,India,,Toys,LEGO Set,SKU-3832,18,35075.91,0.0,631366.38,2022-07-13,2022-07-20,2022-07-23,debit card,Shipped,Amit Verma,East Zone,3.0,,Yes,,Gift wrap
ORD-10973,CUST-4966,Juan Miller,juan.miller98@company.in,+91-7993625420,30.0,M,Bangalore,Tamil Nadu,India,356918,Toys,Board Game,SKU-8750,7,40519.14,5.0,269452.28,2022-07-07,2022-07-14,2022-07-24,Cash on Delivery,,Amit Verma,West Zone,1.0,,False,886.0,
ORD-10593,CUST-1591,Rahul Sharma,rahul.sharma83@yahoo.com,,41.0,,Mumbai,West Bengal,USA,498233,Toys,Puzzle,SKU-1461,9,5030.25,5.0,43008.64,2022-04-26,2022-05-02,2022-05-12,debit card,Returned,Dan Smith,West Zone,5.0,Not as described,Yes,4704.0,
ORD-10876,CUST-1940,Priya Wilson,,,,FEMALE,Chicago,Karnataka,India,44364,Clothing,T-Shirt,SKU-2341,4,24843.29,15.0,84467.19,2022-01-02,2022-01-03,2022-01-04,CREDIT CARD,Delivered,Raj Patel,Online,3.0,,,4940.0,
ORD-10554,CUST-1525,Chris Taylor,chris.taylor68@outlook.com,+91-9823437038,35.0,Other,Glasgow,Karnataka,USA,990606,Clothing,Shoes,SKU-4580,9,28937.05,10.0,234390.1,2023-05-16,2023-05-23,2023-05-28,Credit Card,Returned,Dan Smith,International,,,No,2208.0,Gift wrap
ORD-10753,CUST-3656,Priya Sharma,priya.sharma40@yahoo.com,+91-7237469684,20.0,M,New York,West Bengal,USA,643955,Furniture,Chair,SKU-4370,17,12239.59,25.0,156054.77,2022-12-30,2022-12-31,2023-01-07,Cash on Delivery,Processing,Bob Johnson,International,2.0,,,563.0,
ORD-10873,CUST-2254,Ashley Jones,ashley.jones41@company.in,+91-8967731534,62.0,F,San Antonio,Telangana,UK,844210,Food & Beverage,Energy Drink,SKU-3233,9,754.0,0.0,6786.0,2023-05-29,2023-06-02,2023-06-11,,Returned,Raj Patel,West Zone,1.0,Wrong item,Yes,3584.0,Handle with care
ORD-10532,CUST-4984,Sofia Kumar,sofia.kumar69@company.in,+91-9363254549,25.0,Female,Bangalore,Gujarat,UK,108772,,Unknown Item,SKU-7254,12,28298.89,20.0,271669.34,2024-12-05,2024-12-10,2024-12-11,UPI,Returned,Dan Smith,North Zone,5.0,Defective,,3921.0,
ORD-10866,CUST-1767,Carlos Sharma,carlos.sharma2@company.in,+91-7812137096,63.0,M,Chicago,Pennsylvania,India,154959,,Unknown Item,SKU-7432,19,7878.27,5.0,142202.77,2024-10-04,2024-10-09,2024-10-16,Wallet,Processing,Sunita Singh,South Zone,4.0,,False,2711.0,Gift wrap
ORD-10228,CUST-2465,Sneha Sharma,sneha.sharma57@outlook.com,+91-7591299756,44.0,Male,Leeds,Telangana,India,823166,Toys,RC Car,SKU-3385,19,6342.78,30.0,84358.97,2022-05-19,2022-05-24,2022-05-28,EMI,Shipped,Carol Williams,East Zone,1.0,,,66.0,
ORD-10390,CUST-1744,Ananya Davis,ananya.davis49@gmail.com,+91-9048184216,24.0,Male,Birmingham,Illinois,USA,,Beauty,Shampoo,SKU-9057,4,33210.26,0.0,132841.04,2024-08-19,2024-08-25,2024-08-29,UPI,Pending,,East Zone,2.0,,True,564.0,Urgent delivery
ORD-10759,CUST-1204,Valentina Chopra,valentina.chopra83@company.in,+91-7247609557,27.0,M,London,Pennsylvania,Germany,162204,Automotive,Car Charger,SKU-2543,12,28853.82,0.0,346245.84,2024-04-02,2024-04-08,2024-04-10,debit card,Delivered,Dan Smith,West Zone,4.0,Not as described,False,2300.0,
ORD-10212,CUST-1643,Karan Gupta,karan.gupta14@company.in,+91-7180257367,57.0,Female,Delhi,Scotland,UK,808977,Books,Science,SKU-9288,15,39959.39,0.0,599390.85,2024-11-21,2024-11-26,2024-11-27,Debit Card,Cancelled,Neha Sharma,South Zone,5.0,,,1007.0,Express shipping needed
ORD-10079,CUST-1540,Pedro Nair,,+91-7678534043,,,London,West Bengal,USA,926899,Beauty,Lipstick,SKU-5489,16,39425.77,0.0,630812.32,2023-11-23,2023-11-28,2023-12-08,EMI,Delivered,Alice Brown,East Zone,4.0,Wrong item,,1355.0,Handle with care
ORD-10148,CUST-4725,Maria Gupta,maria.gupta70@company.in,+91-9802348672,37.0,male,Hyderabad,Gujarat,USA,817455,Sports,Dumbbells,SKU-3378,8,20895.8,,167166.4,2022-06-29,2022-07-05,2022-07-15,debit card,Pending,,South Zone,2.0,,True,969.0,Urgent delivery
ORD-10302,CUST-2895,Michael Brown,michael.brown32@company.in,+91-8602500198,26.0,FEMALE,San Antonio,Gujarat,USA,492576,Automotive,Wiper Blades,SKU-1890,18,1369.78,20.0,19724.83,2024-04-20,2024-04-24,,EMI,Delivered,Amit Verma,East Zone,2.0,Wrong item,,2380.0,
ORD-10448,CUST-2025,Sneha Davis,sneha.davis36@outlook.com,+91-8932034688,55.0,Female,Birmingham,England,India,669666,Toys,Science Kit,SKU-4951,7,18575.31,0.0,130027.17,2024-06-22,2024-06-28,2024-07-02,Net Banking,Delivered,Carol Williams,International,2.0,,No,52.0,
ORD-10361,CUST-1826,Luis Wilson,luis.wilson6@gmail.com,+91-9319609840,24.0,Female,,Pennsylvania,India,294245,Automotive,Parking Sensor,SKU-4817,7,38660.95,5.0,257095.32,2023-12-28,2024-01-03,2024-01-06,Wallet,Shipped,Alice Brown,North Zone,3.0,Not as described,Yes,3072.0,Handle with care
ORD-10531,CUST-4716,Luis Brown,luis.brown46@yahoo.com,+91-7333880819,62.0,,Leeds,England,Germany,370974,Clothing,Dress,SKU-3655,8,20983.06,0.0,167864.48,2023-10-01,2023-10-03,2023-10-07,Credit Card,Shipped,Dan Smith,North Zone,3.0,Not as described,False,1378.0,Gift wrap
ORD-10529,CUST-3200,Jessica Jones,,+91-8629866824,40.0,FEMALE,Mumbai,Maharashtra,USA,668229,Books,Novel,SKU-4060,11,16438.18,5.0,171778.98,2024-02-12,2024-02-19,2024-02-22,EMI,Pending,,International,3.0,Not as described,False,2520.0,
ORD-10043,CUST-3161,Divya Sharma,divya.sharma61@yahoo.com,+91-7022553699,48.0,Male,Phoenix,Karnataka,USA,259183,Books,Novel,SKU-5934,5,6923.1,10.0,31153.95,2023-10-15,2023-10-16,2023-10-22,UPI,Delivered,Amit Verma,South Zone,1.0,,No,908.0,
ORD-10673,CUST-2192,Maria Miller,,,45.0,,New York,Gujarat,UK,444868,,Unknown Item,SKU-7268,16,17635.65,0.0,282170.4,2024-03-27,2024-03-30,2024-04-05,EMI,Processing,Pradeep Kumar,East Zone,5.0,Wrong item,False,2102.0,
ORD-10133,CUST-1425,Ana Wilson,ana.wilson51@gmail.com,+91-7273986261,65.0,Male,New York,California,USA,696641,Sports,Running Shoes,SKU-7387,1,6295.74,5.0,5980.95,2024-12-02,2024-12-06,2024-12-09,EMI,Processing,Sunita Singh,South Zone,4.0,,Yes,1075.0,
ORD-10575,CUST-1907,,sofia.williams71@outlook.com,+91-7262880146,20.0,Other,,Pennsylvania,UK,610974,Health,Protein Powder,SKU-4112,2,8243.12,0.0,16486.24,2022-01-21,2022-01-24,2022-01-26,Cash on Delivery,,Amit Verma,East Zone,1.0,,,4430.0,
ORD-10311,CUST-4843,Sofia Sharma,sofia.sharma32@hotmail.com,+91-7557127028,38.0,F,Birmingham,Illinois,India,780932,Furniture,Bed Frame,SKU-6848,2,6379.46,0.0,12758.92,2023-05-27,2023-06-03,,credit card,,Sunita Singh,West Zone,5.0,,,2397.0,Express shipping needed
ORD-10634,CUST-2782,Aarav Sharma,aarav.sharma87@yahoo.com,+91-7851380142,60.0,Female,Manchester,England,USA,760168,Sports,Dumbbells,SKU-2624,9,21211.78,25.0,143179.51,2023-10-29,2023-10-31,2023-11-04,Cash on Delivery,Cancelled,Alice Brown,East Zone,4.0,,True,1610.0,
ORD-10567,CUST-4819,Ashley Garcia,ashley.garcia40@gmail.com,+91-9893602501,52.0,Male,Philadelphia,Texas,USA,513779,Automotive,Tyre Inflator,SKU-5006,19,5531.28,15.0,89330.17,2024-04-02,2024-04-05,2024-04-07,CREDIT CARD,,Alice Brown,Online,1.0,,Yes,2308.0,
ORD-10820,CUST-3597,Ashley Joshi,ashley.joshi20@outlook.com,+91-8723724673,39.0,Female,Hyderabad,Telangana,,56435,Automotive,Parking Sensor,SKU-2750,14,2496.27,0.0,34947.78,2024-03-25,2024-03-30,2024-03-31,Wallet,Returned,Bob Johnson,West Zone,4.0,,False,,Urgent delivery
